"","id","hb","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","sir_lower95pc_confidence_interval","sir_upper95pc_confidence_interval"
"42",41,"S08000015","C19-C20","Rectum and rectosigmoid junction","Male"," ","2015-2019",0,0,0,0,0,1,0,0,3,10,13,17,38,51,41,37,25,20,256,0,0,0,0,0,2.000200020002,0,0,6.03718908476213,16.0792384872652,18.8679245283019,25.4262638348789,62.6773108134855,86.0106248418922,81.7987750134669,105.608677037248,108.234479175686,124.107973937325,28.8595083061272,25.4322390012165,32.6199002328989,27.3465042004604,"24.0416795880545"," ","30.8610624741344"," ",12.3886341497351,"10.7876585633832"," ","14.0987623887145"," ",90.3688396491672,79.636905239036,102.143893175505
"43",66,"S08000015","C07-C08","Salivary glands","Male"," ","2015-2019",0,0,0,0,0,1,0,0,0,0,3,0,1,4,0,1,3,0,13,0,0,0,0,0,2.000200020002,0,0,0,0,4.35413642960813,0,1.64940291614436,6.74593136014841,0,2.85428856857428,12.9881375010823,0,1.46552190617052,0.7803286930029,2.50608709237736,1.33366693131954," ","z"," ","z",0.739560453721948," ","z"," ","z",120.58688978705,64.2074401649131,206.207254038885
"44",42,"S08000015","C19-C20","Rectum and rectosigmoid junction","Female"," ","2015-2019",0,0,0,0,0,0,1,6,5,6,20,19,19,15,27,26,19,26,189,0,0,0,0,0,0,1.92923563684068,11.5691643206972,8.87028101050241,8.49725963376811,26.0678023539226,26.2710341108638,28.733893896316,23.4097009800861,47.7757723749867,61.1017108479037,60.5751450615316,86.4879249550928,19.615291209236,16.9183689506522,22.6199148880163,17.1905376244208,"14.8095531904339"," ","19.7464055508255"," ",8.3596826095563,"7.03210288516228"," ","9.80035802631351"," ",106.157182910616,91.5615459431983,122.418087836446
"45",43,"S08000015","C53","Cervix uteri","Female"," ","2015-2019",0,0,0,0,2,7,19,19,18,20,13,8,9,6,8,4,3,2,138,0,0,0,0,3.89749585891065,13.5679950379904,36.655477099973,36.6356870155412,31.9330116378087,28.324198779227,16.9440715300497,11.0614880466795,13.6107918456234,9.36388039203446,14.1557844074035,9.40026320736981,9.56449658866288,6.65291730423791,14.3222761210295,12.0324671135703,16.9210149100826,14.9333700971109,"12.5135093765313"," ","17.5639643073762"," ",11.983358317347,"9.92175772264376"," ","14.2366680818795"," ",118.633048643312,99.666299149708,140.158698796106
"46",44,"S08000015","D06","Carcinoma in situ of the cervix uteri","Female"," ","2015-2019",0,0,0,0,59,196,189,121,65,48,25,17,8,0,0,1,0,0,729,0,0,0,0,114.976127837864,379.903861063731,364.625535362889,233.311480467394,115.313653136531,67.9780770701449,32.5847529424032,23.5056620991939,12.0984816405541,0,0,2.35006580184245,0,0,75.6589803784817,70.265750778242,81.3563410875061,87.1843961527912,"80.9399978138489"," ","93.6575256280648"," ",89.5410279290737,"82.9975724710262"," ","96.3292258838538"," ",107.467190654191,99.806563577387,115.55981028083
"47",45,"S08000015","C54","Corpus uteri","Female"," ","2015-2019",0,0,0,0,0,0,1,6,3,10,19,61,46,61,61,47,31,16,362,0,0,0,0,0,0,1.92923563684068,11.5691643206972,5.32216860630145,14.1620993896135,24.7644122362264,84.343846355931,69.5662694331861,95.1994506523503,107.937856106452,110.453092686595,98.8331314161831,53.2233384339033,37.5700286653092,33.7990293757554,41.6467165358479,32.5111063082666,"29.2346798211425"," ","35.9590442009613"," ",16.2531392383991,"14.4625067830821"," ","18.1467672157181"," ",114.839157380498,103.312459204335,127.300244491359
"48",46,"S08000015","C56","Ovary","Female"," ","2015-2019",0,0,1,0,1,5,0,3,7,14,16,24,32,26,40,29,19,19,236,0,0,2.06701254676616,0,1.94874792945532,9.69142502713599,0,5.78458216034862,12.4183934147034,19.8269391454589,20.854241883138,33.1844641400384,48.3939265622164,40.5768150321493,70.7789220370174,68.1519082534311,60.5751450615316,63.2027143902601,24.4931678591518,21.4676918654862,27.8255844124691,21.5843208273251,"18.9026172357906"," ","24.4413183960546"," ",11.6381788427121,"9.9599149923106"," ","13.4451948901017"," ",103.014848811138,90.2901186389753,117.030528178943
"49",53,"S08000015","C32","Larynx","All","d","2015-2019",0,0,0,0,0,0,0,0,1,4,6,15,18,21,16,16,5,5,107,0,0,0,0,0,0,0,0,0.942862530643032,3.0119801510508,4.12022826064564,10.7771782473434,14.2009593536986,17.0218284686028,15.0041730356255,20.6220114194388,9.18037602820212,10.827901336163,5.78193981378912,4.73843921111839,6.9868824148463,5.35361059937762,"4.38236200688739"," ","6.42062083729487"," ",2.65437673587379,"2.14594244473157"," ","3.21605545556246"," ",96.7852998359727,79.3178889044988,116.955127728392
"50",47,"S08000015","C53-C55","Uterus","Female"," ","2015-2019",0,0,0,0,2,7,20,25,21,30,32,70,56,70,71,52,38,24,518,0,0,0,0,3.89749585891065,13.5679950379904,38.5847127368137,48.2048513362385,37.2551802441101,42.4862981688405,41.7084837662761,96.7880204084454,84.6893714838788,109.245271240402,125.632586615706,122.203421695807,121.150290123063,79.8350076508549,53.7604277586468,49.2298716552412,58.5958083383664,48.9692939904412,"44.7963471745041"," ","53.3254153251894"," ",28.7505922602729,"25.9696207784945"," ","31.6709845801389"," ",115.51333723872,105.778674088324,125.902967136947
"51",48,"S08000015","C52","Vagina","Female"," ","2015-2019",0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,4,2,0,14,0,0,0,0,0,0,0,1.92819405344954,0,0,0,2.76537201166987,3.02462041013853,3.12129346401149,1.76947305092543,9.40026320736981,6.37633105910859,0,1.45298453401748,0.794360165422351,2.43786115713982,1.29176358694773," ","z"," ","z",0.602203892387403," ","z"," ","z",152.971708097488,83.6310562874841,256.660533255001
"52",49,"S08000015","C51","Vulva","Female"," ","2015-2019",0,0,0,0,0,1,0,5,2,6,4,4,7,4,8,4,7,7,59,0,0,0,0,0,1.9382850054272,0,9.6409702672477,3.54811240420097,8.49725963376811,5.21356047078451,5.53074402333974,10.5861714354848,6.24258692802297,14.1557844074035,9.40026320736981,22.3171587068801,23.2852105648327,6.12329196478796,4.66133355218324,7.89860050216972,5.56374972618682,"4.2192113977229"," ","7.09140650945196"," ",3.15400575506041,"2.27372662556901"," ","4.1760857894015"," ",118.85508153963,90.4779949435809,153.314395611521
"53",50,"S08000015","C00-C14, C30-C32","Head and neck","All","d","2015-2019",0,0,0,1,0,3,1,6,11,24,46,72,76,74,60,55,35,29,493,0,0,0,1.0008907928056,0,2.95313376711587,1.02159655109004,6.12964192675078,10.3714878370734,18.0718809063048,31.5884166649499,51.7304555872484,59.9596061600606,59.9816812703147,56.2656488835958,70.888164254321,64.2626321974148,62.8018277497455,26.6401525999816,24.3401560320462,29.0989175248998,24.7723821975518,"22.6102801968044"," ","27.0317958232273"," ",13.0867143122282,"11.8419684865048"," ","14.3927709299707"," ",99.399441182841,90.8177195610439,108.573557532948
"54",51,"S08000015","C00-C14, C30-C32","Head and neck","Male"," ","2015-2019",0,0,0,0,0,2,0,1,7,16,35,49,52,54,34,41,24,16,331,0,0,0,0,0,4.000400040004,0,2.17282663016318,14.0867745311116,25.7267815796244,50.7982583454282,73.287466347592,85.7689516395065,91.0700733620035,67.8331304989725,117.025831311546,103.905100008659,99.2863791498604,37.3144423801879,33.4023977959659,41.5587921241571,34.6708913316848,"31.0002127582233"," ","38.5439878988831"," ",18.0163651241572,"15.9690687489668"," ","20.1853514950261"," ",95.6675778843332,85.6377930054694,106.549333949784
"55",52,"S08000015","C00-C14, C30-C32","Head and neck","Female"," ","2015-2019",0,0,0,1,0,1,1,5,4,8,11,23,24,20,26,14,11,13,162,0,0,0,2.04876049989756,0,1.9382850054272,1.92923563684068,9.6409702672477,7.09622480840193,11.3296795116908,14.3372912946574,31.8017781342035,36.2954449216623,31.2129346401149,46.0062993240613,32.9009212257943,35.0698208250972,43.2439624775464,16.8131067507737,14.3237246070375,19.6107689792345,14.8738730634188,"12.6563575449042"," ","17.2677562634272"," ",8.15706350029916,"6.78428386338172"," ","9.65445067556545"," ",108.007987088802,92.016108941274,125.980267306229
"56",54,"S08000015","C32","Larynx","Male"," ","2015-2019",0,0,0,0,0,0,0,0,0,2,5,12,15,17,13,14,3,4,85,0,0,0,0,0,0,0,0,0,3.21584769745305,7.25689404934688,17.9479509422674,24.7410437421653,28.6702082806307,25.9361969554895,39.96003996004,12.9881375010823,24.8215947874651,9.58225861726881,7.65396784473521,11.8486111721131,8.70772557252036,"6.94816744700896"," ","10.6628868356802"," ",4.23083460026369,"3.33603176050936"," ","5.23034141278967"," ",96.6926026130157,77.234616678998,119.561900522761
"57",55,"S08000015","C32","Larynx","Female"," ","2015-2019",0,0,0,0,0,0,0,0,1,2,1,3,3,4,3,2,2,1,22,0,0,0,0,0,0,0,0,1.77405620210048,2.8324198779227,1.30339011769613,4.1480580175048,4.53693061520779,6.24258692802297,5.3084191527763,4.7001316036849,6.37633105910859,3.32645865211895,2.2832614105989,1.43090776996241,3.4568852149613,1.99949562623489,"1.25011582788086"," ","2.92202057841674"," ",1.0779188714839,".638734486009015"," ","1.63014755239077"," ",97.1451243329872,60.880332219855,147.078885691059
"58",56,"S08000015","C00-C14","Lip, oral cavity and pharynx","All","d","2015-2019",0,0,0,0,0,2,1,5,10,18,39,55,57,53,43,33,30,24,370,0,0,0,0,0,1.96875584474391,1.02159655109004,5.10803493895898,9.42862530643032,13.5539106797286,26.7814836941967,39.5163202402592,44.9697046200454,42.9598528017119,40.3237150332436,42.5328985525926,55.0822561692127,51.9739264135825,19.9936236551586,18.0080538501716,22.1383244623116,18.5821429145604,"16.7134976367624"," ","20.5483838913883"," ",9.88573566804324,"8.80679439273576"," ","11.0261215415981"," ",100.687996400663,90.6886561696978,111.488721215517
"59",57,"S08000015","C00-C14","Lip, oral cavity and pharynx","Male"," ","2015-2019",0,0,0,0,0,1,0,1,7,12,29,36,36,37,21,25,21,12,238,0,0,0,0,0,2.000200020002,0,2.17282663016318,14.0867745311116,19.2950861847183,42.0899854862119,53.8438528268023,59.3785049811968,62.3998650813728,41.896933543483,71.3572142143571,90.9169625075764,74.4647843623953,26.8303241283527,23.5296477262137,30.4643744607719,25.0919225743932,"21.9687331399144"," ","28.4196632142851"," ",13.1771063287946,"11.4176459051156"," ","15.0608069855435"," ",95.849057617462,84.0576710828918,108.831394246363
"60",58,"S08000015","C00-C14","Lip, oral cavity and pharynx","Female"," ","2015-2019",0,0,0,0,0,1,1,4,3,6,10,19,21,16,22,8,9,12,132,0,0,0,0,0,1.9382850054272,1.92923563684068,7.71277621379816,5.32216860630145,8.49725963376811,13.0339011769613,26.2710341108638,31.7585143064545,24.9703477120919,38.9284071203596,18.8005264147396,28.6934897659887,39.9175038254275,13.6995684635934,11.4623156441042,16.2459403001925,12.0723632547277,"10.0874404908624"," ","14.2329155301936"," ",6.5943650072919,"5.3877322055651"," ","7.92110178884684"," ",110.771037308558,92.6812108884845,131.360317216387
"61",59,"S08000015","C03-C06","Mouth (IARC definition)","All","d","2015-2019",0,0,0,0,0,0,0,1,1,2,5,9,13,12,13,13,11,9,89,0,0,0,0,0,0,0,1.0216069877918,0.942862530643032,1.5059900755254,3.43352355053803,6.46630694840606,10.2562484221156,9.7267591249159,12.1908905914457,16.755384278294,20.1968272620447,19.4902224050934,4.80927704137599,3.86224437300271,5.91822923466336,4.40778339872976,"3.53201719812112"," ","5.37908250052305"," ",1.98277356596265,"1.55274278289235"," ","2.46457401523096"," ",95.1497708747995,76.4130791368482,117.089980639095
"62",60,"S08000015","C03-C06","Mouth (IARC definition)","Male"," ","2015-2019",0,0,0,0,0,0,0,1,0,0,4,7,5,7,5,11,8,4,52,0,0,0,0,0,0,0,2.17282663016318,0,0,5.8055152394775,10.469638049656,8.24701458072178,11.8053798802597,9.97546036749596,31.3971742543171,34.6350333362196,24.8215947874651,5.86208762468209,4.37808742632497,7.68734800743952,5.53044086964229,"4.12182277799331"," ","7.14292024575025"," ",2.33423695191808,"1.6878846189181"," ","3.08374120066692"," ",94.8661240916217,70.8505589921539,124.404300430222
"63",61,"S08000015","C03-C06","Mouth (IARC definition)","Female"," ","2015-2019",0,0,0,0,0,0,0,0,1,2,1,2,8,5,8,2,3,5,37,0,0,0,0,0,0,0,0,1.77405620210048,2.8324198779227,1.30339011769613,2.76537201166987,12.0984816405541,7.80323366002872,14.1557844074035,4.7001316036849,9.56449658866288,16.6322932605948,3.84003055418906,2.70373588966305,5.29297628749281,3.28512592781723,"2.30969364434866"," ","4.42968838359958"," ",1.63131018000723,"1.09813852677533"," ","2.26832093086036"," ",95.551288740346,67.276925280973,131.704864949658
"64",62,"S08000015","C01-C06","Oral cavity","All","d","2015-2019",0,0,0,0,0,0,0,4,5,7,14,26,35,34,29,18,18,14,204,0,0,0,0,0,0,0,4.08642795116719,4.71431265321516,5.27096526433891,9.61386594150649,18.6804422953953,27.6129765210805,27.5591508539284,27.1950636270713,23.1997628468687,33.0493537015276,30.3181237412565,11.0235114206821,9.56262388690509,12.6444666408813,10.1446132935607,"8.78861085116036"," ","11.5964758040937"," ",5.20294822697861,"4.44876649488025"," ","6.01531422225615"," ",105.93577461596,91.8966679636908,121.513129264264
"65",63,"S08000015","C01-C06","Oral cavity","Male"," ","2015-2019",0,0,0,0,0,0,0,1,3,4,11,19,22,23,13,15,13,7,131,0,0,0,0,0,0,0,2.17282663016318,6.03718908476213,6.4316953949061,15.9651669085631,28.4175889919234,36.2868641551758,38.7891053208534,25.9361969554895,42.8143285286142,56.2819291713568,43.4377908780639,14.767951516026,12.3474526817416,17.52425583593,13.6385298877493,"11.3893142501004"," ","16.0874199857294"," ",6.87407812217065,"5.65684100895962"," ","8.20816302247509"," ",108.462510293343,90.685272912539,128.706054927461
"66",64,"S08000015","C01-C06","Oral cavity","Female"," ","2015-2019",0,0,0,0,0,0,0,3,2,3,3,7,13,11,16,3,5,7,73,0,0,0,0,0,0,0,5.78458216034862,3.54811240420097,4.24862981688405,3.91017035308838,9.67880204084454,19.6600326659004,17.1671140520632,28.311568814807,7.05019740552735,15.9408276477715,23.2852105648327,7.57627649880544,5.93859136496471,9.52603023691757,6.65069669937217,"5.20216685693098"," ","8.27444155036626"," ",3.53181833178657,"2.68158136983347"," ","4.49734539555894"," ",101.684836420474,79.70467968133,127.853415398736
"67",65,"S08000015","C07-C08","Salivary glands","All","d","2015-2019",0,0,0,0,0,2,1,0,1,0,5,2,1,5,0,2,3,1,23,0,0,0,0,0,1.96875584474391,1.02159655109004,0,0.942862530643032,0,3.43352355053803,1.43695709964579,0.788942186316587,4.05281630204829,0,2.57775142742985,5.50822561692127,2.1655802672326,1.24284687586121,0.787858306650565,1.86488054592497,1.16469944339797,".735764844826336"," ","1.6905592696695"," ",0.722363504984096,".418872321764138"," ","1.10719960717597"," ",108.631651230538,68.8631483486982,163.000814489846
"68",67,"S08000015","C07-C08","Salivary glands","Female"," ","2015-2019",0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,1,10,0,0,0,0,0,1.9382850054272,1.92923563684068,0,1.77405620210048,0,2.60678023539226,2.76537201166987,0,1.56064673200574,0,2.35006580184245,0,3.32645865211895,1.03784609572677,0.497687543577335,1.90863592172334,0.995731955476389," ","z"," ","z",0.705166556246245," ","z"," ","z",96.2291784387368,46.1456314523229,176.968885311923
"69",68,"S08000015","C73","Thyroid","All","d","2015-2019",0,0,1,2,1,2,5,0,4,5,8,9,5,9,9,5,2,5,72,0,0,1.01844402122437,2.00178158561119,0.949496292216979,1.96875584474391,5.10798275545022,0,3.77145012257213,3.76497518881351,5.49363768086085,6.46630694840606,3.94471093158293,7.29506934368693,8.43984733253936,6.44437856857463,3.67215041128085,10.827901336163,3.89065108965249,3.0441948616489,4.89963114707515,3.55308720316501,"2.77168654238018"," ","4.43004972245958"," ",2.42543129234817,"1.81049506866486"," ","3.12889157735036"," ",65.9807149196477,51.6258458283528,83.0917906739017
"70",69,"S08000015","C73","Thyroid","Male"," ","2015-2019",0,0,0,0,1,0,1,0,2,0,2,4,2,1,3,2,0,0,18,0,0,0,0,1.8517146878009,0,2.17145835142882,0,4.02479272317476,0,2.90275761973875,5.98265031408914,3.29880583228871,1.6864828400371,5.98527622049758,5.70857713714857,0,0,2.02918417777457,1.20262314672349,3.20698583488844,1.94434027118085," ","z"," ","z",1.26369414732489," ","z"," ","z",57.4564047038359,34.0523068241772,90.8058903804884
"71",70,"S08000015","C73","Thyroid","Female"," ","2015-2019",0,0,1,2,0,2,4,0,2,5,6,5,3,8,6,3,2,5,54,0,0,2.06701254676616,4.09752099979512,0,3.8765700108544,7.71694254736274,0,3.54811240420097,7.08104969480676,7.82034070617677,6.91343002917468,4.53693061520779,12.4851738560459,10.6168383055526,7.05019740552735,6.37633105910859,16.6322932605948,5.60436891692457,4.21017441756542,7.31248574453115,5.16183413514917,"3.86602360726454"," ","6.64205346494832"," ",3.58716843737145,"2.53178315691146"," ","4.82355086144584"," ",69.4134740037763,52.1455380288225,90.5695264988975
"72",71,"S08000015","C01-C02","Tongue","All","d","2015-2019",0,0,0,0,0,0,0,3,4,5,9,17,22,22,16,5,7,5,115,0,0,0,0,0,0,0,3.06482096337539,3.77145012257213,3.76497518881351,6.18034239096846,12.2141353469892,17.3567280989649,17.8323917290125,15.0041730356255,6.44437856857463,12.852526439483,10.827901336163,6.21423437930606,5.13048780448657,7.45924724649656,5.73682989483095,"4.7282588096959"," ","6.84145132444885"," ",3.22017466101595,"2.61477294997949"," ","3.88767284611554"," ",116.123188181202,95.8716012974532,139.388300927227
"73",72,"S08000015","C01-C02","Tongue","Male"," ","2015-2019",0,0,0,0,0,0,0,0,3,4,7,12,17,16,8,4,5,3,79,0,0,0,0,0,0,0,0,6.03718908476213,6.4316953949061,10.1596516690856,17.9479509422674,28.039849574454,26.9837254405936,15.9607365879935,11.4171542742971,21.6468958351372,18.6161960905988,8.90586389134395,7.05085631116803,11.0993636438597,8.10808901810697,"6.40953520034144"," ","10.0032702348154"," ",4.53984117025257,"3.53500865571102"," ","5.66845903169787"," ",119.760529100735,94.8155386991116,149.257352109556
"74",73,"S08000015","C01-C02","Tongue","Female"," ","2015-2019",0,0,0,0,0,0,0,3,1,1,2,5,5,6,8,1,2,2,36,0,0,0,0,0,0,0,5.78458216034862,1.77405620210048,1.41620993896135,2.60678023539226,6.91343002917468,7.56155102534632,9.36388039203446,14.1557844074035,2.35006580184245,6.37633105910859,6.65291730423791,3.73624594461638,2.61682072633817,5.17253926578991,3.36557077155494,"2.34673701452905"," ","4.56520654960075"," ",1.90050815177934,"1.27049216090807"," ","2.65537514636061"," ",108.86727237374,76.2492991602981,150.718194000056
"75",74,"S08000015","C01, C02.4, C05.1, C05.2, C09, C10","Oropharyngeal cancers","All","d","2015-2019",0,0,0,0,0,0,0,2,4,6,20,34,25,21,14,7,7,4,144,0,0,0,0,0,0,0,2.04321397558359,3.77145012257213,4.51797022657621,13.7340942021521,24.4282706939784,19.7235546579147,17.0218284686028,13.1286514061723,9.02212999600449,12.852526439483,8.66232106893042,7.78130217930498,6.56230830156142,9.16105204002731,7.11910910882805,"5.99648810787343"," ","8.33663129476498"," ",4.13864018971502,"3.45001807658528"," ","4.88899343624036"," ",98.6451715611413,83.191734921474,116.136544931064
"76",75,"S08000015","C01, C02.4, C05.1, C05.2, C09, C10","Oropharyngeal cancers","Male"," ","2015-2019",0,0,0,0,0,0,0,0,4,5,15,20,17,16,9,5,5,2,98,0,0,0,0,0,0,0,0,8.04958544634951,8.03961924363262,21.7706821480406,29.9132515704457,28.039849574454,26.9837254405936,17.9558286614927,14.2714428428714,21.6468958351372,12.4107973937325,11.0477805234393,8.96912225094553,13.4637058193773,10.034259784773,"8.13648560570191"," ","12.1279844101135"," ",5.85364166561768,"4.68963517760049"," ","7.14474349537012"," ",90.8160343921762,73.7288465390263,110.675657263877
"77",76,"S08000015","C01, C02.4, C05.1, C05.2, C09, C10","Oropharyngeal cancers","Female"," ","2015-2019",0,0,0,0,0,0,0,2,0,1,5,14,8,5,5,2,2,2,46,0,0,0,0,0,0,0,3.85638810689908,0,1.41620993896135,6.51695058848064,19.3576040816891,12.0984816405541,7.80323366002872,8.84736525462717,4.7001316036849,6.37633105910859,6.65291730423791,4.77409204034315,3.49523539480411,6.36796975618774,4.20395843288309,"3.07191141246754"," ","5.51083366256105"," ",2.42363871381237,"1.73177999520901"," ","3.2299622795869"," ",120.838656342408,88.4690837837717,161.181833627051
